Entidad,RUC,original_address,formatted_address,lat,lng,confidence
CORTE SUPERIOR DE JUSTICIA DEL CALLAO,PE-RUC  20550310539,PERU CALLAO AV. 2 DE MAYO NRO. 582 (SAENZ PEÑA 4 Y 5) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,"4 y 5, Av 2 de Mayo 582, Callao 07021, Peru",-12.0568041,-77.14233089999999,ROOFTOP
EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.,PE-RUC  20143612431,PERU SAN MARTIN JR. FEDERICO SANCHEZ NRO 900,"Jr. Federico Sanchez 900, Tarapoto 22202, Peru",-6.4776301,-76.3574077,ROOFTOP
MUNICIPALIDAD DISTRITAL DE HUANUHUANU,PE-RUC  20227330016,PERU AREQUIPA CALLE PRINCIPAL(TOCOTA),"Tocota 04510, Peru",-15.6442505,-74.0784785,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE EL MANTARO,PE-RUC  20213376684,PERU JUNIN PLAZA PRINCIPAL S/N EL MANTARO,"El Mantaro, 12150, Peru",-11.8201806,-75.3936808,APPROXIMATE
GOBIERNO REGIONAL DE PUNO - SALUD SAN ANTONIO DE PUTINA,PE-RUC  20612415413,PERU PUNO 02 DE SETIEMBRE 102,"02, Puno 21001, Peru",-15.8124257,-69.9934755,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SAN JUAN - CAJAMARCA,PE-RUC  20166745161,PERU CAJAMARCA AV. SAN JUAN N§1000 3ER. PISO,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE DESAGUADERO,PE-RUC  20181403064,PERU PUNO AV. 28 DE JULIO Nº305,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHIRINOS,PE-RUC  20229489039,PERU CAJAMARCA JR.SAN IGNACIO No 435,"Cajamarca, Peru",-6.4549673,-78.8382644,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CHACHAPOYAS,PE-RUC  20168007168,PERU AMAZONAS JR.ORTIZ ARRIETA 588,"Jr. Ortiz Arriet 588, Chachapoyas 01001, Peru",-6.2296587,-77.87289109999999,ROOFTOP
GOBIERNO REGIONAL DE PIURA - UNIDAD DE GESTION EDUCATIVA LOCAL- SULLANA,PE-RUC  20316055631,PERU PIURA AV. VICTOR ELORZ GOYCOCHEA S/N A.H. SANCHEZ CERRO,"Piura, Peru",-5.1782884,-80.6548882,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SALCABAMBA,PE-RUC  20170342519,PERU HUANCAVELICA JR. ALFONSO UGARTE S/N,"Jr. Alfonso Ugarte, Pampas 09156, Peru",-12.3990236,-74.8654509,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE ANCASH-TRANSPORTES,PE-RUC  20286907467,PERU ANCASH Av. Confraternidad Internacional Sur Mz 04 Lt 01 Villon Alto Huaraz,"Villon alto, Huaraz 02001, Peru",-9.5399967,-77.52875759999999,ROOFTOP
PROGRAMA NACIONAL DE TELECOMUNICACIONES,PE-RUC  20604676372,PERU LIMA JR. ZORRITOS N° 1203,"Zorritos 1203, Lima 15404, Peru",-12.0270151,-77.01580980000001,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CURA MORI,PE-RUC  20146721924,PERU PIURA JR. SULLANA Nº500,"Jr. Sullana, Tambo Grande 20201, Peru",-4.9326756,-80.3405407,GEOMETRIC_CENTER
EMPRESA DE SERVICIO PUBLICO DE ELECTRICIDAD DEL NOR OESTE DEL PERU S.A. ELECTRO NOR OESTE SA,PE-RUC  20102708394,PERU PIURA CALLE CALLAO Nº 875 PIURA,"Jr. Callao 875, Piura 20001, Peru",-5.193922499999999,-80.6301149,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CONDEBAMBA,PE-RUC  20199984871,PERU CAJAMARCA AV. CAJAMARCA Nº 394 - CAUDAY,"Av. Cajamarca 394, San Marcos 06320, Peru",-7.334701899999999,-78.16444190000001,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - HUAROCHIRI,PE-RUC  20217254125,PERU LIMA OVALO CENTRAL MZ. N-1 LOTE 16 ANEXO 8 CERRO CAMOTE - JICAMARCA,"LOTE 16, Ca. 6 1, Lima 15011, Peru",-12.0383905,-76.95736339999999,ROOFTOP
GOBIERNO REGIONAL DE ANCASH-EDUCACION USE HUARI,PE-RUC  20175865994,PERU ANCASH AV.   MAGISTERIAL 195 HUARI,"Avenida Magisterial 195, Huari 02304, Peru",-9.3498988,-77.17316919999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,PE-RUC  20192420998,PERU LA LIBERTAD SAN MARTIN No 6,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE USICAYOS,PE-RUC  20204176681,PERU PUNO PLAZA LIBERTAD S/N,"Libertad, Puno, Peru",-15.839614,-70.0313746,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE HUAROCONDO,PE-RUC  20165711727,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO,PE-RUC  20166763143,PERU AMAZONAS JR.SANTOS CHOCANO NO 194,"Jr. Jose Santos Chocano 194, Lonya Grande 01556, Peru",-6.095460699999999,-78.42356509999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE SANTA LUCÍA,PE-RUC  20450119769,PERU SAN MARTIN JR. LOS NOGALES N° 310,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CHALLHUAHUACHO,PE-RUC  20288774553,PERU APURIMAC PLAZA DE ARMAS S/N CHALLHUAHUACHO,"Challhuahuacho, Peru",-14.1187849,-72.2475967,APPROXIMATE
GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I SANTA ROSA PIURA,PE-RUC  20525832334,PERU PIURA AV. GRAU CHULUCANAS NO. S/N A H SAN MARTIN PIURA,"Av. Grau, Piura, Peru",-5.1816751,-80.6712899,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE UPAHUACHO,PE-RUC  20287376538,PERU AYACUCHO - S/N UPAHUACHO PARINACOCHAS AYACUCHO,"Upahuacho 05690, Peru",-14.9073861,-73.397958,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL VALLE,PE-RUC  20184296838,PERU HUANUCO JR.LIBERTAD S/N - PLAZA DE ARMAS EL VALLE,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE HUACAYBAMBA,PE-RUC  20155012359,PERU HUANUCO PLAZA DE ARMAS,"3QC6+54W Plaza de Armas de Huanuco, Jirón Dámaso Beraún, Huánuco 10001, Peru",-9.9295128,-76.2396813,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PARANDAY,PE-RUC  20201254117,PERU LA LIBERTAD PLAZA DE ARMAS S/N 2DO PISO,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE LA MAR - SAN MIGUEL,PE-RUC  20189212195,PERU AYACUCHO PLAZA PRINCIPAL  Nº 12,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CUÑUMBUQUI,PE-RUC  20176714566,PERU SAN MARTIN PLAZA DE ARMAS NO 118,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE BERNAL,PE-RUC  20165924984,PERU PIURA CALLE COMERCIO No 420 - BERNAL,"Ca. Comercio 420, La Arena 20621, Peru",-5.3469248,-80.71272429999999,RANGE_INTERPOLATED
MUNICIPALIDAD PROVINCIAL DE PASCO - CHAPIMARCA,PE-RUC  20176735725,PERU PASCO CIRCUNVALACION ARENALES 2DO PISO,"Av. Circunvalacion Arenales, Cerro De Pasco 19001, Peru",-10.6876265,-76.255368,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MASIN,PE-RUC  20195410616,PERU ANCASH CALLE PRINCIPAL S/N  MASIN,"Masin District, 02324, Peru",-9.3407097,-77.09098089999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE URPAY,PE-RUC  20231552490,PERU LA LIBERTAD JR.PROGRESO S/N,"Jr. Progreso, 13221, Peru",-7.8157666,-78.4157857,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHUNGUI,PE-RUC  20194772310,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LA MAR,PE-RUC  20177865045,PERU AYACUCHO JIRON UNION S/N - SANTA ROSA,"Santa Rosa, Peru",-12.6878911,-73.73748859999999,APPROXIMATE
UNIDAD EJECUTORA 003: FOMENTO AL CONSUMO HUMANO DIRECTO - A COMER PESCADO,PE-RUC  20552560711,PERU LIMA CALLE UNO OESTE NRO 060 URB. CORPAC,"C. 1 Oeste, San Isidro 15036, Peru",-12.0981317,-77.0143919,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE PASCO - UNIDAD EJECUTORA UGEL PASCO,PE-RUC  20542575621,PERU PASCO AV. PROCERES EDIFICIO ESTATAL NRO. 3 URB. SAN JUAN (COSTADO DE LA DIRECCION DE TURISMO) PASCO - PASCO - YANACANCHA,"Yanacancha, Peru",-10.6376749,-76.18996609999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE ETEN,PE-RUC  20147103299,PERU LAMBAYEQUE PEDRO RUIZ Nº579,"Pedro Ruiz, Lambayeque 14013, Peru",-6.7076616,-79.9015715,GEOMETRIC_CENTER
UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 03 - LIMA CERCADO,PE-RUC  20331304736,PERU LIMA JIRON ANDAHUAYLAS 577 LIMA LIMA LIMA,"Jr. Andahuaylas 577, Lima 15001, Peru",-12.0497219,-77.0251809,ROOFTOP
GOBIERNO REGIONAL DE TUMBES Sede Central,PE-RUC  20484003883,PERU TUMBES AV. LA MARINA Nº 200,"La Marina 200, Tumbes 24002, Peru",-3.5575133,-80.4524976,ROOFTOP
INSTITUTO DE VIALIDAD MUNICIPAL DE LA PROVINCIA DE HUAMANGA,PE-RUC  20452478723,PERU AYACUCHO JR. CORCOVADO N° 137,"C. Corcovado 137, Ayacucho 05003, Peru",-13.1649116,-74.22686279999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE TANTARICA,PE-RUC  20210893467,PERU CAJAMARCA JR.JUCON S/N 2DO PISO,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,PE-RUC  20187346488,PERU LIMA AV. REVOLUCION S/N,"Av. Revolución, Comas 15324, Peru",-11.9133604,-77.0177581,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE AMARILIS,PE-RUC  20146009060,PERU HUANUCO JR.HUALLAGA 300,"Huallaga 300, Huánuco 10001, Peru",-9.9155339,-76.2383488,RANGE_INTERPOLATED
MUNICIPALIDAD PROVINCIAL DE HUANUCO,PE-RUC  20146008845,PERU HUANUCO GRAL.PRADO Nº750,"Huánuco, Peru",-9.9207648,-76.2410843,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MANANTAY,PE-RUC  20393356899,PERU UCAYALI AV TUPAC AMARU NRO 703 URB NUEVA PUCALLPA,"Av. Tupac Amaru 703, Pucallpa 25001, Peru",-8.399829,-74.5422845,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE PIURA - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES,PE-RUC  20316018786,PERU PIURA PASAJE LOS CEIBOS Nº 103 URB. SANTA ISABEL  - PIURA,"Los Ceibos 103, Piura 20001, Peru",-5.1859025,-80.63069709999999,ROOFTOP
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA 305 EDUCACION HUANTA,PE-RUC  20495123091,PERU AYACUCHO JR. ODILON VEGA Nº 135,"Ayacucho, Peru",-13.1638737,-74.22356409999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SALAVERRY,PE-RUC  20165281617,PERU LA LIBERTAD ADUANA NO 250,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA,PE-RUC  20131366451,PERU LIMA ELIAS AGUIRRE Nº477,"Elías Aguirre, Miraflores 15074, Peru",-12.1145462,-77.0347273,GEOMETRIC_CENTER
MINISTERIO DEL AMBIENTE,PE-RUC  20492966658,PERU LIMA AV. JAVIER PRADO OESTE NRO 1440,"Av Javier Prado Oeste 1440, San Isidro 15073, Peru",-12.0935118,-77.0456973,ROOFTOP
MINAG - PROYECTO ESPECIAL - JAEN - SAN IGNACIO - BAGUA,PE-RUC  20187384142,"PERU CAJAMARCA KM. 27.5 CARRETERA CHAMAYA - SAN IGNACIO, EN JAEN","Chamaya 06800, Peru",-5.838576499999999,-78.7569821,APPROXIMATE
SERVICIOS DE PARQUES DE LIMA,PE-RUC  20145913544,PERU LIMA JR LAMPA NRO. 190,"Jr. Lampa 190, Lima 15001, Peru",-12.0452151,-77.0279276,ROOFTOP
MUNICIPALIDAD PROVINCIAL DE ANTA,PE-RUC  20200953691,PERU CUSCO OVALO DEL JR. JAQUIJAHUANA S/N,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
GOBIERNO REGIONAL DE PUNO - PROGRAMA DE APOYO AL DESARROLLO RURAL ANDINO - PRADERA I,PE-RUC  20321735607,PERU PUNO JR. ZORRITOS Nº 195 (PARQUE INDUSTRIAL TAPARACHI) JULIACA,"Parque Industrial Taparachi, Juliaca 21104, Peru",-15.5170955,-70.1128343,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CARAYBAMBA,PE-RUC  20208595041,PERU APURIMAC PLAZA DE ARMAS No 3 2DO PISO,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA EDUCACION VRAE LA MAR,PE-RUC  20494935504,PERU AYACUCHO JR. MARISCAL CACERES 220 SAN MIGUEL LA MAR AYACUCHO,"Av. Mariscal Cáceres 220, Ayacucho 05002, Peru",-13.176406,-74.2249389,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TAMARINDO,PE-RUC  20146992367,PERU PIURA PLAZA DE ARMAS S/N,"Plaza de Armas de Piura, Jr. Huancavelica 724, Piura 20001, Peru",-5.197195,-80.62664889999999,ROOFTOP
GOBIERNO REGIONAL DE LAMBAYEQUE-HOSPITAL BELEN - LAMBAYEQUE,PE-RUC  20437300705,PERU LAMBAYEQUE AV. RAMON CASTILLA 597 LAMBAYEQUE,"Av. Mariscal Ramon Castilla 597, Lambayeque 14013, Peru",-6.702196199999999,-79.9023801,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE ARENAL,PE-RUC  20190793681,PERU PIURA BOLIVAR S/N,"Piura, Peru",-5.1782884,-80.6548882,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MAGDALENA DE CAO,PE-RUC  20179753660,PERU LA LIBERTAD MIGUEL GRAU Nº580,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE ANCASH-SALUD UTES CARAZ,PE-RUC  20146925686,PERU ANCASH AV. 28 DE JULIO 214,"Jirón 28 de Julio 214, Huaraz 02001, Peru",-9.5307537,-77.53225789999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA,PE-RUC  20194742917,PERU ICA PLAZA DE ARMAS UPIS VILMA LEON MZ J LOTE 25,"UPIS Vilma León, Chincha Baja 11760, Peru",-13.4607924,-76.17764939999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE HUAYO,PE-RUC  20314401221,PERU LA LIBERTAD PLAZA DE ARMAS S/N 2DO PISO,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE SAN MARTIN-TRANSPORTES,PE-RUC  20178677684,PERU SAN MARTIN AV. CIRCUNVALACION 624 TARAPOTO,"GJCR+R87 Ministerio de Transportes y Comunicaciones, Av. Circunvalación 624, Tarapoto 22202, Peru",-6.4785897,-76.3589915,ROOFTOP
PROGRAMA NACIONAL DE CENTROS JUVENILES,PE-RUC  20604920192,PERU LIMA AV. CESAR VALLEJO N° 1184,"Av. César Vallejo 1184, Lima 15073, Peru",-12.0876904,-77.0436172,ROOFTOP
MUNICIPALIDAD DISTRITAL DE ANTAUTA,PE-RUC  20198893359,PERU PUNO PLAZA SAN MARTIN S/N,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN JOSE DEL ALTO,PE-RUC  20311257235,PERU CAJAMARCA AV. JAEN S/N - FRENTE A LA PLAZA DE ARMAS,"Jaén, Peru",-5.709441200000001,-78.7986181,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE MACHE,PE-RUC  20221375069,PERU LA LIBERTAD ESQ.LEGUIA Y 28 DE JULIO S/N,"Av. Augusto B Leguia & Prol. 28 De Julio, Tacna 23001, Peru",-18.0092754,-70.2530175,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CHARAT,PE-RUC  20200320221,PERU LA LIBERTAD LIMA NO 140,"Lima, Peru",-12.0466888,-77.04308859999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE CIRCA,PE-RUC  20173249421,PERU APURIMAC PLAZA DE ARMAS,"Apurimac, Peru",-14.0504533,-73.087749,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE CONDESUYOS - CHUQUIBAMBA,PE-RUC  20191802633,PERU AREQUIPA AVENIDA MARISCAL CAASTILLA 106 CHUQUIBAMBA CONDESUYOS AREQUIPA,"Av. Mariscal Castilla 106, Chuquibamba 04710, Peru",-15.8395641,-72.65150969999999,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE CAYALTI,PE-RUC  20396019826,PERU LAMBAYEQUE VACIO/NULO,"Lambayeque, Peru",-6.7044468,-79.9042472,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE VICTOR FAJARDO - HUANCAPI,PE-RUC  20187842388,PERU AYACUCHO PLAZA PRINCIPAL,"Plaza de Armas of Ayacucho, Andahuaylas 05003, Peru",-13.1603573,-74.2258109,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE INGENIO,PE-RUC  20172730940,PERU JUNIN PLAZA PRINCIPAL SN INGENIO,"3MJP+JR2 Plaza Principal De Concepción, 755, Concepción 12126, Peru",-11.9184824,-75.3129751,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE ACOPIA,PE-RUC  20159308538,PERU CUSCO PLAZA DE ARMAS NO 211,"plaza de armas, Portal Belen, Cusco 08002, Peru",-13.5171965,-71.978431,GEOMETRIC_CENTER
GOBIERNO REGIONAL DE HUANUCO-UNIDAD EJECUTORA 302 EDUCACION LEONCIO PRADO,PE-RUC  20489252865,PERU HUANUCO JR. TUPAC AMARU Nº 289,"Tupac Amaru 289, Huánuco 10001, Peru",-9.9164395,-76.2347661,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE PALCAZU,PE-RUC  20156656021,PERU PASCO AV. JULIO SHITABORI NO 1 INT.1,"Pasco, Peru",-10.4475753,-75.1545381,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE OYON,PE-RUC  20173189932,PERU LIMA PLAZA DE ARMAS Nº 102 - 104 - OYON,"Oyon, Peru",-10.6671279,-76.7697201,APPROXIMATE
INPE-DIRECCION REGIONAL LIMA,PE-RUC  20381132596,PERU LIMA AV. ABANCAY - EXEDIFICIO MEF LIMA,"Jr. Junín 319, Lima 15001, Peru",-12.0462692,-77.0283348,ROOFTOP
MUNICIPALIDAD DISTRITAL DE UTICYACU,PE-RUC  20226747142,PERU CAJAMARCA CALLE ZARUMILLA Nº22,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SAN BENITO,PE-RUC  20182901386,PERU CAJAMARCA JR.LA UNION Nº206,"La Unión, Cajamarca 06001, Peru",-7.1492516,-78.5273957,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE CONDORMARCA,PE-RUC  20204719480,PERU LA LIBERTAD BOLIVAR PLAZA DE ARMAS S/N,Peru,-9.189967,-75.015152,APPROXIMATE
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO,PE-RUC  20185157921,PERU LA LIBERTAD SAN MARTIN Nº360,Peru,-9.189967,-75.015152,APPROXIMATE
GOBIERNO REGIONAL DE MOQUEGUA - PROYECTO ESPECIAL REGIONAL PASTO GRANDE,PE-RUC  20519923182,PERU MOQUEGUA CARRETERA MOQUEGUA TOQUEPALA KM 003,"Moquegua, Peru",-17.1882694,-70.93179500000001,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE MOHO,PE-RUC  20199932561,PERU PUNO CALLE LIMA Nº 133 - PLAZA DE ARMAS,"Puno, Peru",-15.8402218,-70.0218805,APPROXIMATE
UNIDAD EJECUTORA 003 GESTION INTEGRAL DE LA CALIDAD AMBIENTAL,PE-RUC  20551322590,PERU LIMA CAL. LOS NOGALES NRO. 236 LIMA - LIMA - SAN ISIDRO,"C. Los Nogales 236, San Isidro 15073, Peru",-12.0926415,-77.0453419,ROOFTOP
MUNICIPALIDAD DISTRITAL DE KUNTURKANKI,PE-RUC  20189848570,PERU CUSCO PLAZA DE ARMAS,"Plaza de Armas de Cusco, Del Medio 123, Cusco 08000, Peru",-13.5167681,-71.9787795,ROOFTOP
GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE EDUCACION,PE-RUC  20181648091,PERU CUSCO PLAZOLETA SANTA CATALINA Nº 235 CUSCO,"Plazoleta Sta. Catalina 235, Cusco 08002, Peru",-13.5178385,-71.9769704,RANGE_INTERPOLATED
FOMENTO Y GESTIÓN SOSTENIBLE DE LA PRODUCCIÓN FORESTAL EN EL PERÚ,PE-RUC  20609530279,PERU LIMA JAVIER PRADO OESTE N° 2442,"Av Javier Prado Oeste 2442, San Isidro 15073, Peru",-12.093842,-77.0565156,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CURAHUASI,PE-RUC  20185897967,PERU APURIMAC AV.SANTA CATALINA NO 306,"Av. Sta. Catalina 306, Curahuasi 03101, Peru",-13.5412045,-72.6959897,RANGE_INTERPOLATED
MUNICIPALIDAD DISTRITAL DE HUANCAN,PE-RUC  20185646964,PERU JUNIN PLAZA PRINCIPAL S/N - HUANCAN,"VQVM+F54 Plaza principal de Huancán, 31 de Octubre, Huancan 12051, Peru",-12.10637,-75.2170479,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL CONSTITUCION - PASCO,PE-RUC  20207763820,PERU PASCO AV. FERNANDO BELAUNDE TERRY NRO. S/N PASCO - OXAPAMPA - CONSTITUCION,"Fernando Belaunde Terry, Peru",-10.7521785,-75.2907093,GEOMETRIC_CENTER
EMPRESA MUNICIPAL DE TRANSPORTE TURISTICO MACHUPICCHU S.A.,PE-RUC  20209302846,PERU CUSCO ZAVALETA C4,"Confraternidad 234, Cusco 08002, Peru",-13.5275096,-71.9703706,ROOFTOP
MUNICIPALIDAD DISTRITAL DE VEGUETA,PE-RUC  20163795494,PERU LIMA CALLE TARAPACA NO 101,"Tarapacá 101, Lima 15063, Peru",-12.152744,-77.0217551,ROOFTOP
GOBIERNO REGIONAL DE ANCASH - PROYECTO ESPECIAL CHINECAS,PE-RUC  20164359701,PERU ANCASH CAMPAMENTO TANGAY  BAJO CHIMBOTE,"WFH2+CW, Chimbote 02800, Peru",-9.0714928,-78.5476716,GEOMETRIC_CENTER
INSTITUTO GEOFISICO DEL PERU,PE-RUC  20131367008,PERU LIMA Badajoz N1 169 Urb. Mayorasgo Ate,"Badajoz, Ate 15012, Peru",-12.055506,-76.9444694,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE VELILLE,PE-RUC  20161209792,PERU CUSCO PLAZA DE ARMAS 2DO PISO-INTER.8,"Pl. de Armas, Cusco 08006, Peru",-13.5449653,-71.8837695,GEOMETRIC_CENTER
MUNICIPALIDAD PROVINCIAL DE CELENDIN,PE-RUC  20148289825,PERU CAJAMARCA JR. CRNL. JOSE GALVEZ N§614 2DO PISO,"Cajamarca, Peru",-7.1617465,-78.51278549999999,APPROXIMATE
GOBIERNO REGIONAL DE MADRE DE DIOS-EDUCACION,PE-RUC  20350338315,PERU MADRE DE DIOS AV. 28 DE JULIO CDRA. 5,"Av. 28 de Julio, Lima, Peru",-12.0627478,-77.0262624,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE PITUMARCA,PE-RUC  20159345573,PERU CUSCO PLAZA DE ARMAS S/N - DISTRITO PITUMARCA,"Cusco, Peru",-13.53195,-71.96746259999999,APPROXIMATE
MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS,PE-RUC  20187172129,PERU CUSCO AV CESAR VALLEJO NRO 109 PLAZA DE ARMAS URCOS,"Urcos, Peru",-13.6824359,-71.62283550000001,APPROXIMATE
EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.,PE-RUC  20262221335,PERU PUNO FLORAL 245 BARRIO BELLAVISTA,"Av. Floral 245, Puno 21001, Peru",-15.832746,-70.02578969999999,ROOFTOP
ZONA REGISTRAL N° XII SEDE AREQUIPA,PE-RUC  20172670432,PERU AREQUIPA CALLE UGARTE 117 CERCADO,"C. Ugarte 117, Arequipa 04001, Peru",-16.3964316,-71.5349741,ROOFTOP
MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL - NARANJOS,PE-RUC  20148155381,PERU SAN MARTIN AV. PARDO MIGUEL Nº608 2DO PISO,"AV. PARDO MIGUEL, Naranjos 22866, Peru",-5.7409613,-77.5030643,GEOMETRIC_CENTER
ZONA REGISTRAL N° X SEDE CUSCO,PE-RUC  20166958238,PERU CUSCO AV. MANCO INCA NRO 210 CUSCO - CUSCO - WANCHAQ,"Manco Inca 210, Cusco 08002, Peru",-13.5229686,-71.97104519999999,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SANTA LEONOR,PE-RUC  20198631401,PERU LIMA PLAZA DE ARMAS S/N,"Lima Main Square, Jr. Junín cdra. 1, Lima 15001, Peru",-12.0459618,-77.0305324,ROOFTOP
MUNICIPALIDAD DISTRITAL DE SACHACA,PE-RUC  20190583369,PERU AREQUIPA PLAZA BOLOGNESI NO 114 SACHACA,"Calle Plaza Bolognesi 114, Arequipa 04013, Peru",-16.4248893,-71.5666913,RANGE_INTERPOLATED
GOBIERNO REGIONAL DE UCAYALI - DIRECCIÓN REGIONAL SECTORIAL DE AGRICULTURA UCAYALI,PE-RUC  20350916882,PERU UCAYALI JR. JOSE GALVEZ 287 PUCALLPA,"Jose Galvez 287, Pucallpa 25000, Peru",-8.3814938,-74.5463496,ROOFTOP
MUNICIPALIDAD DISTRITAL DE CHACHAS,PE-RUC  20164449875,PERU AREQUIPA PLAZA DE ARMAS,"Pl. de Armas, Arequipa 04001, Peru",-16.3992342,-71.5370862,GEOMETRIC_CENTER
MUNICIPALIDAD DISTRITAL DE MACHUPICCHU,PE-RUC  20200554729,PERU CUSCO PLAZA MANCO CAPAC,"Manco Cápac, Cusco 08006, Peru",-13.5431911,-71.9530062,GEOMETRIC_CENTER
